Year,Province,Electoral District,Party,Votes Obtained,Percentage of Votes Obtained
2021,Ontario,Scarborough--Guildwood,Independent,85,0.2
2021,Ontario,Scarborough--Guildwood,Nationalist,52,0.1
2021,Ontario,Scarborough--Rouge Park,Liberal,28702,62.8
2021,Ontario,Scarborough--Rouge Park,Conservative,9628,21.1
2021,Ontario,Scarborough--Rouge Park,NDP-New Democratic Party,6068,13.3
2021,Ontario,Scarborough--Rouge Park,People's Party - PPC,1322,2.9
2021,Ontario,Simcoe North/Simcoe-Nord,Conservative,27383,43
2021,Ontario,Simcoe North/Simcoe-Nord,Liberal,19332,30.4
2021,Ontario,Simcoe North/Simcoe-Nord,NDP-New Democratic Party,9958,15.7
2021,Ontario,Simcoe North/Simcoe-Nord,People's Party - PPC,4822,7.6
2021,Ontario,Simcoe North/Simcoe-Nord,Green Party,1903,3
2021,Ontario,Simcoe North/Simcoe-Nord,Christian Heritage Party,210,0.3
2021,Ontario,Simcoe--Grey,Conservative,36249,47.3
2021,Ontario,Simcoe--Grey,Liberal,21320,27.8
2021,Ontario,Simcoe--Grey,NDP-New Democratic Party,10140,13.2
2021,Ontario,Simcoe--Grey,People's Party - PPC,5550,7.2
2021,Ontario,Simcoe--Grey,Green Party,2969,3.9
2021,Ontario,Simcoe--Grey,Christian Heritage Party,382,0.5
2021,Ontario,Spadina--Fort York,Liberal,18991,38.9
2021,Ontario,Spadina--Fort York,NDP-New Democratic Party,16834,34.5
2021,Ontario,Spadina--Fort York,Conservative,9875,20.2
2021,Ontario,Spadina--Fort York,Green Party,1645,3.4
2021,Ontario,Spadina--Fort York,People's Party - PPC,1476,3
2021,Ontario,Stormont--Dundas--South Glengarry,Conservative,29255,55.6
2021,Ontario,Stormont--Dundas--South Glengarry,Liberal,12443,23.6
2021,Ontario,Stormont--Dundas--South Glengarry,NDP-New Democratic Party,5804,11
2021,Ontario,Stormont--Dundas--South Glengarry,People's Party - PPC,3921,7.4
2021,Ontario,Stormont--Dundas--South Glengarry,Green Party,1230,2.3
2021,Ontario,Sudbury,Liberal,15871,34.5
2021,Ontario,Sudbury,NDP-New Democratic Party,13569,29.5
2021,Ontario,Sudbury,Conservative,12747,27.7
2021,Ontario,Sudbury,People's Party - PPC,2735,5.9
2021,Ontario,Sudbury,Green Party,940,2
2021,Ontario,Sudbury,Independent,111,0.2
2021,Ontario,Thornhill,Conservative,25687,51.3
2021,Ontario,Thornhill,Liberal,18168,36.3
2021,Ontario,Thornhill,NDP-New Democratic Party,3041,6.1
2021,Ontario,Thornhill,People's Party - PPC,2322,4.6
2021,Ontario,Thornhill,Green Party,844,1.7
2021,Ontario,Thunder Bay--Rainy River,Liberal,13655,34.3
2021,Ontario,Thunder Bay--Rainy River,Conservative,11671,29.3
2021,Ontario,Thunder Bay--Rainy River,NDP-New Democratic Party,11342,28.5
2021,Ontario,Thunder Bay--Rainy River,People's Party - PPC,2621,6.6
2021,Ontario,Thunder Bay--Rainy River,Green Party,571,1.4
2021,Ontario,Thunder Bay--Superior North/Thunder Bay--Sup̩rieur-Nord,Liberal,16893,40.7
2021,Ontario,Thunder Bay--Superior North/Thunder Bay--Sup̩rieur-Nord,NDP-New Democratic Party,11244,27.1
2021,Ontario,Thunder Bay--Superior North/Thunder Bay--Sup̩rieur-Nord,Conservative,10035,24.2
2021,Ontario,Thunder Bay--Superior North/Thunder Bay--Sup̩rieur-Nord,People's Party - PPC,2465,5.9
2021,Ontario,Thunder Bay--Superior North/Thunder Bay--Sup̩rieur-Nord,Green Party,735,1.8
2021,Ontario,Thunder Bay--Superior North/Thunder Bay--Sup̩rieur-Nord,Libertarian,111,0.3
2021,Ontario,Timmins--James Bay/Timmins--Baie James,NDP-New Democratic Party,12132,35.1
2021,Ontario,Timmins--James Bay/Timmins--Baie James,Conservative,9393,27.2
2021,Ontario,Timmins--James Bay/Timmins--Baie James,Liberal,8508,24.6
2021,Ontario,Timmins--James Bay/Timmins--Baie James,People's Party - PPC,4537,13.1
2021,Ontario,Toronto Centre/Toronto-Centre,Liberal,23071,50.4
2021,Ontario,Toronto Centre/Toronto-Centre,NDP-New Democratic Party,11909,26
2021,Ontario,Toronto Centre/Toronto-Centre,Conservative,5571,12.2
2021,Ontario,Toronto Centre/Toronto-Centre,Green Party,3921,8.6
2021,Ontario,Toronto Centre/Toronto-Centre,People's Party - PPC,1047,2.3
2021,Ontario,Toronto Centre/Toronto-Centre,Communist,181,0.4
2021,Ontario,Toronto Centre/Toronto-Centre,Animal Protection Party,117,0.3
2021,Ontario,Toronto--Danforth,Liberal,25214,48.4
2021,Ontario,Toronto--Danforth,NDP-New Democratic Party,17555,33.7
2021,Ontario,Toronto--Danforth,Conservative,6547,12.6
2021,Ontario,Toronto--Danforth,People's Party - PPC,1282,2.5
2021,Ontario,Toronto--Danforth,Green Party,1023,2
2021,Ontario,Toronto--Danforth,Communist,215,0.4
2021,Ontario,Toronto--Danforth,Animal Protection Party,183,0.4
2021,Ontario,Toronto--Danforth,Independent,123,0.2
2021,Ontario,Toronto--St. Paul's,Liberal,26429,49.2
2021,Ontario,Toronto--St. Paul's,Conservative,13587,25.3
2021,Ontario,Toronto--St. Paul's,NDP-New Democratic Party,9036,16.8
2021,Ontario,Toronto--St. Paul's,Green Party,3214,6
2021,Ontario,Toronto--St. Paul's,People's Party - PPC,1432,2.7
2021,Ontario,University--Rosedale,Liberal,22451,47.5
2021,Ontario,University--Rosedale,NDP-New Democratic Party,11921,25.2
2021,Ontario,University--Rosedale,Conservative,9473,20.1
2021,Ontario,University--Rosedale,Green Party,1974,4.2
2021,Ontario,University--Rosedale,People's Party - PPC,1172,2.5
2021,Ontario,University--Rosedale,Communist,244,0.5
2021,Ontario,Vaughan--Woodbridge,Liberal,21699,46
2021,Ontario,Vaughan--Woodbridge,Conservative,19019,40.3
2021,Ontario,Vaughan--Woodbridge,NDP-New Democratic Party,3265,6.9
2021,Ontario,Vaughan--Woodbridge,People's Party - PPC,2567,5.4
2021,Ontario,Vaughan--Woodbridge,Green Party,453,1
2021,Ontario,Vaughan--Woodbridge,Independent,159,0.3
2021,Ontario,Waterloo,Liberal,26926,45.1
2021,Ontario,Waterloo,Conservative,16528,27.7
2021,Ontario,Waterloo,NDP-New Democratic Party,11360,19
2021,Ontario,Waterloo,People's Party - PPC,2802,4.7
2021,Ontario,Waterloo,Green Party,2038,3.4
2021,Ontario,Wellington--Halton Hills,Conservative,35257,52.1
2021,Ontario,Wellington--Halton Hills,Liberal,18384,27.2
2021,Ontario,Wellington--Halton Hills,NDP-New Democratic Party,7050,10.4
2021,Ontario,Wellington--Halton Hills,People's Party - PPC,4359,6.4
2021,Ontario,Wellington--Halton Hills,Green Party,2606,3.9
2021,Ontario,Whitby,Liberal,27375,44.1
2021,Ontario,Whitby,Conservative,22271,35.9
2021,Ontario,Whitby,NDP-New Democratic Party,8766,14.1
2021,Ontario,Whitby,People's Party - PPC,2682,4.3
2021,Ontario,Whitby,Green Party,972,1.6
2021,Ontario,Willowdale,Liberal,21043,51.2
2021,Ontario,Willowdale,Conservative,13916,33.9
2021,Ontario,Willowdale,NDP-New Democratic Party,4231,10.3
2021,Ontario,Willowdale,People's Party - PPC,1102,2.7
2021,Ontario,Willowdale,Green Party,812,2
2021,Ontario,Windsor West/Windsor-Ouest,NDP-New Democratic Party,21541,44.2
2021,Ontario,Windsor West/Windsor-Ouest,Liberal,13524,27.8
2021,Ontario,Windsor West/Windsor-Ouest,Conservative,9415,19.3
2021,Ontario,Windsor West/Windsor-Ouest,People's Party - PPC,4060,8.3
2021,Ontario,Windsor West/Windsor-Ouest,Marxist-Leninist,153,0.3
2021,Ontario,Windsor--Tecumseh,Liberal,18134,31.8
2021,Ontario,Windsor--Tecumseh,NDP-New Democratic Party,17465,30.7
2021,Ontario,Windsor--Tecumseh,Conservative,14605,25.6
2021,Ontario,Windsor--Tecumseh,People's Party - PPC,5927,10.4
2021,Ontario,Windsor--Tecumseh,Green Party,682,1.2
2021,Ontario,Windsor--Tecumseh,Marxist-Leninist,164,0.3
2021,Ontario,York Centre/York-Centre,Liberal,17430,47.3
2021,Ontario,York Centre/York-Centre,Conservative,13949,37.8
2021,Ontario,York Centre/York-Centre,NDP-New Democratic Party,3753,10.2
2021,Ontario,York Centre/York-Centre,People's Party - PPC,1726,4.7
2021,Ontario,York South--Weston/York-Sud--Weston,Liberal,21644,56.1
2021,Ontario,York South--Weston/York-Sud--Weston,Conservative,7783,20.2
2021,Ontario,York South--Weston/York-Sud--Weston,NDP-New Democratic Party,6517,16.9
2021,Ontario,York South--Weston/York-Sud--Weston,People's Party - PPC,1754,4.5
2021,Ontario,York South--Weston/York-Sud--Weston,Green Party,872,2.3
2021,Ontario,York--Simcoe,Conservative,24900,50
2021,Ontario,York--Simcoe,Liberal,14469,29
2021,Ontario,York--Simcoe,NDP-New Democratic Party,6800,13.6
2021,Ontario,York--Simcoe,People's Party - PPC,3662,7.3
2021,Manitoba,Brandon--Souris,Conservative,22733,59.6
2021,Manitoba,Brandon--Souris,NDP-New Democratic Party,7838,20.5
2021,Manitoba,Brandon--Souris,Liberal,4608,12.1
2021,Manitoba,Brandon--Souris,People's Party - PPC,2981,7.8
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Conservative,18111,40
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Liberal,17651,39
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,NDP-New Democratic Party,6974,15.4
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,People's Party - PPC,1594,3.5
2021,Manitoba,Charleswood--St. James--Assiniboia--Headingley,Green Party,947,2.1
2021,Manitoba,Churchill--Keewatinook Aski,NDP-New Democratic Party,7632,42.6
2021,Manitoba,Churchill--Keewatinook Aski,Liberal,4514,25.2
2021,Manitoba,Churchill--Keewatinook Aski,Conservative,4330,24.2
2021,Manitoba,Churchill--Keewatinook Aski,People's Party - PPC,899,5
2021,Manitoba,Churchill--Keewatinook Aski,Green Party,552,3.1
2021,Manitoba,Dauphin--Swan River--Neepawa,Conservative,22718,59
2021,Manitoba,Dauphin--Swan River--Neepawa,NDP-New Democratic Party,5678,14.7
2021,Manitoba,Dauphin--Swan River--Neepawa,Liberal,4892,12.7
2021,Manitoba,Dauphin--Swan River--Neepawa,People's Party - PPC,4052,10.5
2021,Manitoba,Dauphin--Swan River--Neepawa,Green Party,835,2.2
2021,Manitoba,Dauphin--Swan River--Neepawa,Maverick Party,339,0.9
2021,Manitoba,Elmwood--Transcona,NDP-New Democratic Party,20791,49.7
2021,Manitoba,Elmwood--Transcona,Conservative,11768,28.1
2021,Manitoba,Elmwood--Transcona,Liberal,6169,14.7
2021,Manitoba,Elmwood--Transcona,People's Party - PPC,2435,5.8
2021,Manitoba,Elmwood--Transcona,Green Party,676,1.6
2021,Manitoba,Kildonan--St. Paul,Conservative,18375,41.8
2021,Manitoba,Kildonan--St. Paul,Liberal,12934,29.4
2021,Manitoba,Kildonan--St. Paul,NDP-New Democratic Party,10313,23.5
2021,Manitoba,Kildonan--St. Paul,People's Party - PPC,2325,5.3
2021,Manitoba,Portage--Lisgar,Conservative,23819,52.5
2021,Manitoba,Portage--Lisgar,People's Party - PPC,9790,21.6
2021,Manitoba,Portage--Lisgar,NDP-New Democratic Party,6068,13.4
2021,Manitoba,Portage--Lisgar,Liberal,4967,11
2021,Manitoba,Portage--Lisgar,Christian Heritage Party,712,1.6
2021,Manitoba,Provencher,Conservative,24294,48.7
2021,Manitoba,Provencher,Liberal,8471,17
2021,Manitoba,Provencher,People's Party - PPC,8227,16.5
2021,Manitoba,Provencher,NDP-New Democratic Party,6270,12.6
2021,Manitoba,Provencher,Independent,1366,2.7
2021,Manitoba,Provencher,Green Party,1273,2.6
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Liberal,19908,43.8
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Conservative,12749,28
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,NDP-New Democratic Party,9767,21.5
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,People's Party - PPC,1978,4.4
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Green Party,676,1.5
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Parti Rhinoc̩ros Party,80,0.2
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,58,0.1
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,31,0.1
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,31,0.1
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,25,0.1
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,24,0.1
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,21,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,VCP,17,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,16,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,15,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,14,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,14,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,14,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,13,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,11,0
2021,Manitoba,Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital,Independent,7,0
2021,Manitoba,Selkirk--Interlake--Eastman,Conservative,28308,57.1
2021,Manitoba,Selkirk--Interlake--Eastman,NDP-New Democratic Party,9604,19.4
2021,Manitoba,Selkirk--Interlake--Eastman,Liberal,6567,13.2
2021,Manitoba,Selkirk--Interlake--Eastman,People's Party - PPC,3800,7.7
2021,Manitoba,Selkirk--Interlake--Eastman,Green Party,1328,2.7
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,NDP-New Democratic Party,14962,50.3
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Liberal,8446,28.4
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Conservative,3818,12.8
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,People's Party - PPC,1229,4.1
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Green Party,708,2.4
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Libertarian,373,1.3
2021,Manitoba,Winnipeg Centre/Winnipeg-Centre,Animal Protection Party,213,0.7
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Liberal,16442,52.3
2021,Manitoba,Winnipeg North/Winnipeg-Nord,NDP-New Democratic Party,8998,28.6
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Conservative,4126,13.1
2021,Manitoba,Winnipeg North/Winnipeg-Nord,People's Party - PPC,1315,4.2
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Green Party,418,1.3
2021,Manitoba,Winnipeg North/Winnipeg-Nord,Communist,109,0.3
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Liberal,22423,47.5
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Conservative,15967,33.8
2021,Manitoba,Winnipeg South/Winnipeg-Sud,NDP-New Democratic Party,6632,14
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Gryba People's Party - PPC,1542,3.3
2021,Manitoba,Winnipeg South/Winnipeg-Sud,Green Party,681,1.4
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Liberal,22214,45.5
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Conservative,13566,27.8
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,NDP-New Democratic Party,10064,20.6
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,People's Party - PPC,1352,2.8
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Green Party,1341,2.7
2021,Manitoba,Winnipeg South Centre/Winnipeg-Centre-Sud,Communist,234,0.5
2021,Saskatchewan,Battlefords--Lloydminster,Conservative,21336,68.7
2021,Saskatchewan,Battlefords--Lloydminster,NDP-New Democratic Party,3718,12
2021,Saskatchewan,Battlefords--Lloydminster,Maverick Party,2162,7
2021,Saskatchewan,Battlefords--Lloydminster,People's Party - PPC,1847,5.9
2021,Saskatchewan,Battlefords--Lloydminster,Liberal,1748,5.6
2021,Saskatchewan,Battlefords--Lloydminster,Green Party,237,0.8
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Conservative,28192,68.6
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,NDP-New Democratic Party,5608,13.6
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,People's Party - PPC,3791,9.2
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Liberal,2066,5
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Maverick Party,1053,2.6
2021,Saskatchewan,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Green Party,379,0.9
2021,Saskatchewan,Cypress Hills--Grasslands,Conservative,24518,71.5
2021,Saskatchewan,Cypress Hills--Grasslands,NDP-New Democratic Party,3604,10.5
2021,Saskatchewan,Cypress Hills--Grasslands,People's Party - PPC,2826,8.2
2021,Saskatchewan,Cypress Hills--Grasslands,Liberal,1492,4.4
2021,Saskatchewan,Cypress Hills--Grasslands,Maverick Party,1360,4
2021,Saskatchewan,Cypress Hills--Grasslands,Green Party,284,0.8
2021,Saskatchewan,Cypress Hills--Grasslands,Independent,193,0.6
2021,Saskatchewan,Desneth̩--Missinippi--Churchill River/Desneth̩--Missinippi--Rivi̬re Churchill,Conservative,10036,48.8
2021,Saskatchewan,Desneth̩--Missinippi--Churchill River/Desneth̩--Missinippi--Rivi̬re Churchill,Liberal,5533,26.9
2021,Saskatchewan,Desneth̩--Missinippi--Churchill River/Desneth̩--Missinippi--Rivi̬re Churchill,NDP-New Democratic Party,3548,17.2
2021,Saskatchewan,Desneth̩--Missinippi--Churchill River/Desneth̩--Missinippi--Rivi̬re Churchill,People's Party - PPC,1002,4.9
2021,Saskatchewan,Desneth̩--Missinippi--Churchill River/Desneth̩--Missinippi--Rivi̬re Churchill,Independent,240,1.2
2021,Saskatchewan,Desneth̩--Missinippi--Churchill River/Desneth̩--Missinippi--Rivi̬re Churchill,Green Party,215,1
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Conservative,24869,60.4
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,NDP-New Democratic Party,7975,19.4
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,People's Party - PPC,4712,11.4
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Liberal,2526,6.1
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Townsend Maverick Party,664,1.6
2021,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,Green Party,438,1.1
2021,Saskatchewan,Prince Albert,Conservative,22340,64.9
2021,Saskatchewan,Prince Albert,NDP-New Democratic Party,5214,15.1
2021,Saskatchewan,Prince Albert,Liberal,3653,10.6
2021,Saskatchewan,Prince Albert,People's Party - PPC,2388,6.9
2021,Saskatchewan,Prince Albert,Maverick Party,466,1.4
2021,Saskatchewan,Prince Albert,Green Party,364,1.1
2021,Saskatchewan,Regina--Lewvan,Conservative,21375,46.8
2021,Saskatchewan,Regina--Lewvan,NDP-New Democratic Party,15763,34.5
2021,Saskatchewan,Regina--Lewvan,Liberal,6310,13.8
2021,Saskatchewan,Regina--Lewvan,People's Party - PPC,1635,3.6
2021,Saskatchewan,Regina--Lewvan,Green Party,560,1.2
2021,Saskatchewan,Regina--Qu'Appelle,Conservative,20400,61.9
2021,Saskatchewan,Regina--Qu'Appelle,NDP-New Democratic Party,6879,20.9
2021,Saskatchewan,Regina--Qu'Appelle,Liberal,3344,10.1
2021,Saskatchewan,Regina--Qu'Appelle,People's Party - PPC,1668,5.1
2021,Saskatchewan,Regina--Qu'Appelle,Green Party,668,2
2021,Saskatchewan,Regina--Wascana,Conservative,19261,49.9
2021,Saskatchewan,Regina--Wascana,Liberal,10390,26.9
2021,Saskatchewan,Regina--Wascana,NDP-New Democratic Party,6975,18.1
2021,Saskatchewan,Regina--Wascana,People's Party - PPC,1352,3.5
2021,Saskatchewan,Regina--Wascana,Green Party,622,1.6
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Conservative,15379,45.4
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,NDP-New Democratic Party,13328,39.3
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Liberal,2778,8.2
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,People's Party - PPC,2064,6.1
2021,Saskatchewan,Saskatoon West/Saskatoon-Ouest,Green Party,357,1.1
2021,Saskatchewan,Saskatoon--Grasswood,Conservative,22760,49.9
2021,Saskatchewan,Saskatoon--Grasswood,NDP-New Democratic Party,13720,30.1
2021,Saskatchewan,Saskatoon--Grasswood,Liberal,6460,14.2
2021,Saskatchewan,Saskatoon--Grasswood,People's Party - PPC,2108,4.6
2021,Saskatchewan,Saskatoon--Grasswood,Green Party,556,1.2
2021,Saskatchewan,Saskatoon--University,Conservative,20389,48
2021,Saskatchewan,Saskatoon--University,NDP-New Democratic Party,15042,35.4
2021,Saskatchewan,Saskatoon--University,Liberal,4608,10.8
2021,Saskatchewan,Saskatoon--University,People's Party - PPC,1778,4.2
2021,Saskatchewan,Saskatoon--University,Green Party,405,1
2021,Saskatchewan,Saskatoon--University,Christian Heritage Party,195,0.5
2021,Saskatchewan,Saskatoon--University,Communist,100,0.2
2021,Saskatchewan,Souris--Moose Mountain,Conservative,30049,76.4
2021,Saskatchewan,Souris--Moose Mountain,People's Party - PPC,3571,9.1
2021,Saskatchewan,Souris--Moose Mountain,NDP-New Democratic Party,3107,7.9
